event_title,discipline_title,slug_game,event_gender
Individual women,Figure skating,calgary-1988,Women
Individual men,Nordic Combined,calgary-1988,Men
Team men,Nordic Combined,calgary-1988,Men
four-man men,Bobsleigh,calgary-1988,Men
two-man men,Bobsleigh,calgary-1988,Men
1500m women,Speed skating,calgary-1988,Women
500m men,Speed skating,calgary-1988,Men
1500m men,Speed skating,calgary-1988,Men
5000m men,Speed skating,calgary-1988,Men
1000m men,Speed skating,calgary-1988,Men
3000m women,Speed skating,calgary-1988,Women
500m women,Speed skating,calgary-1988,Women
5000m women,Speed skating,calgary-1988,Women
1000m women,Speed skating,calgary-1988,Women
10000m men,Speed skating,calgary-1988,Men
30km mass start men,Cross Country Skiing,calgary-1988,Men
50km men,Cross Country Skiing,calgary-1988,Men
5km women,Cross Country Skiing,calgary-1988,Women
20km women,Cross Country Skiing,calgary-1988,Women
15km men,Cross Country Skiing,calgary-1988,Men
"5 km Cross Country, B1 Men",Cross Country Skiing,calgary-1988,Men
Relay 4x10km men,Cross Country Skiing,calgary-1988,Men
10km women,Cross Country Skiing,calgary-1988,Women
"5 km Cross Country, B1 Women",Cross Country Skiing,calgary-1988,Women
Relay 4x5km women,Cross Country Skiing,calgary-1988,Women
ice hockey men,Ice Hockey,calgary-1988,Men
10km men,Biathlon,calgary-1988,Men
20km men,Biathlon,calgary-1988,Men
4x75km relay men,Biathlon,calgary-1988,Men
Singles men,Luge,calgary-1988,Men
Singles women,Luge,calgary-1988,Women
super-G men,Alpine Skiing,calgary-1988,Men
downhill women,Alpine Skiing,calgary-1988,Women
"Giant Slalom, LW2 Women",Alpine Skiing,calgary-1988,Women
"Giant Slalom, LW2 Men",Alpine Skiing,calgary-1988,Men
slalom women,Alpine Skiing,calgary-1988,Women
giant slalom women,Alpine Skiing,calgary-1988,Women
slalom men,Alpine Skiing,calgary-1988,Men
super-G women,Alpine Skiing,calgary-1988,Women
alpine combined women,Alpine Skiing,calgary-1988,Women
alpine combined men,Alpine Skiing,calgary-1988,Men
giant slalom men,Alpine Skiing,calgary-1988,Men
downhill men,Alpine Skiing,calgary-1988,Men
foil individual women,Fencing,los-angeles-1984,Women
foil team men,Fencing,los-angeles-1984,Men
sabre individual men,Fencing,los-angeles-1984,Men
foil individual men,Fencing,los-angeles-1984,Men
foil team women,Fencing,los-angeles-1984,Women
épée individual men,Fencing,los-angeles-1984,Men
sabre team men,Fencing,los-angeles-1984,Men
épée team men,Fencing,los-angeles-1984,Men
team mixed,Equestrian Eventing,los-angeles-1984,Mixed
individual mixed,Equestrian Eventing,los-angeles-1984,Mixed
volleyball women,Volleyball,los-angeles-1984,Women
volleyball men,Volleyball,los-angeles-1984,Men
individual mixed,Equestrian Jumping,los-angeles-1984,Mixed
team mixed,Equestrian Jumping,los-angeles-1984,Mixed
K1 500m kayak single men,Canoe Sprint,los-angeles-1984,Men
K2 500m kayak double women,Canoe Sprint,los-angeles-1984,Women
C2 500m canoe double men,Canoe Sprint,los-angeles-1984,Men
K4 500m kayak four women,Canoe Sprint,los-angeles-1984,Women
K1 1000m kayak single men,Canoe Sprint,los-angeles-1984,Men
C1 500m canoe single men,Canoe Sprint,los-angeles-1984,Men
C1 1000m canoe single men,Canoe Sprint,los-angeles-1984,Men
C2 1000m canoe double men,Canoe Sprint,los-angeles-1984,Men
K4 1000m kayak four men,Canoe Sprint,los-angeles-1984,Men
K2 500m kayak double men,Canoe Sprint,los-angeles-1984,Men
K2 1000m kayak double men,Canoe Sprint,los-angeles-1984,Men
K1 500m kayak single women,Canoe Sprint,los-angeles-1984,Women
200m individual medley men,Swimming,los-angeles-1984,Men
400m freestyle women,Swimming,los-angeles-1984,Women
4x100m medley relay women,Swimming,los-angeles-1984,Women
100m butterfly women,Swimming,los-angeles-1984,Women
200m breaststroke men,Swimming,los-angeles-1984,Men
100m freestyle men,Swimming,los-angeles-1984,Men
200m freestyle men,Swimming,los-angeles-1984,Men
100m breaststroke men,Swimming,los-angeles-1984,Men
200m freestyle women,Swimming,los-angeles-1984,Women
200m butterfly men,Swimming,los-angeles-1984,Men
100m backstroke women,Swimming,los-angeles-1984,Women
4x100m freestyle relay women,Swimming,los-angeles-1984,Women
4x200m freestyle relay men,Swimming,los-angeles-1984,Men
200m breaststroke women,Swimming,los-angeles-1984,Women
400m individual medley men,Swimming,los-angeles-1984,Men
100m freestyle women,Swimming,los-angeles-1984,Women
200m individual medley women,Swimming,los-angeles-1984,Women
800m freestyle women,Swimming,los-angeles-1984,Women
200m backstroke women,Swimming,los-angeles-1984,Women
100m butterfly men,Swimming,los-angeles-1984,Men
400m freestyle men,Swimming,los-angeles-1984,Men
4x100m medley relay men,Swimming,los-angeles-1984,Men
1500m freestyle men,Swimming,los-angeles-1984,Men
100m backstroke men,Swimming,los-angeles-1984,Men
100m breaststroke women,Swimming,los-angeles-1984,Women
200m butterfly women,Swimming,los-angeles-1984,Women
200m backstroke men,Swimming,los-angeles-1984,Men
400m individual medley women,Swimming,los-angeles-1984,Women
4x100m freestyle relay men,Swimming,los-angeles-1984,Men
Tornado - Multihull mixed,Sailing,los-angeles-1984,Mixed
Windglider - Windsurfer men,Sailing,los-angeles-1984,Men
flying dutchman mixed,Sailing,los-angeles-1984,Mixed
Windsurfer (Windsurfer) Women,Sailing,los-angeles-1984,Women
fleetmatch race keelboat open Soling mixed,Sailing,los-angeles-1984,Mixed
Finn - One Person Dinghy (Heavyweight) men,Sailing,los-angeles-1984,Men
twoperson keelboat open Star mixed,Sailing,los-angeles-1984,Mixed
470 - Two Person Dinghy men,Sailing,los-angeles-1984,Men
Mistral - Windsurfer men,Sailing,los-angeles-1984,Men
basketball women,Basketball,los-angeles-1984,Women
basketball men,Basketball,los-angeles-1984,Men
individual mixed,Equestrian Dressage,los-angeles-1984,Mixed
team mixed,Equestrian Dressage,los-angeles-1984,Mixed
Individual competition men,Modern Pentathlon,los-angeles-1984,Men
team competition men,Modern Pentathlon,los-angeles-1984,Men
- 60 kg men,Judo,los-angeles-1984,Men
71 78kg halfmiddleweight men,Judo,los-angeles-1984,Men
60 - 65kg (half-lightweight) men,Judo,los-angeles-1984,Men
65 - 71kg (lightweight) men,Judo,los-angeles-1984,Men
95kg heavyweight men,Judo,los-angeles-1984,Men
78 86kg middleweight men,Judo,los-angeles-1984,Men
open category men,Judo,los-angeles-1984,Men
86 95kg halfheavyweight men,Judo,los-angeles-1984,Men
individual road race women,Cycling Road,los-angeles-1984,Women
individual road race men,Cycling Road,los-angeles-1984,Men
team time trial men,Cycling Road,los-angeles-1984,Men
90 100kg firstheavyweight men,Weightlifting,los-angeles-1984,Men
75 825kg lightheavyweight men,Weightlifting,los-angeles-1984,Men
100 110kg heavyweight men,Weightlifting,los-angeles-1984,Men
110kg super heavyweight men,Weightlifting,los-angeles-1984,Men
56kg bantamweight men,Weightlifting,los-angeles-1984,Men
60-67.5kg lightweight men,Weightlifting,los-angeles-1984,Men
- 52kg (flyweight) men,Weightlifting,los-angeles-1984,Men
825 90kg middleheavyweight men,Weightlifting,los-angeles-1984,Men
67.5-75kg middleweight men,Weightlifting,los-angeles-1984,Men
56 - 60kg (featherweight) men,Weightlifting,los-angeles-1984,Men
1km time trial men,Cycling Track,los-angeles-1984,Men
Points Race men,Cycling Track,los-angeles-1984,Men
Team Pursuit 4000m men,Cycling Track,los-angeles-1984,Men
Individual Pursuit men,Cycling Track,los-angeles-1984,Men
Sprint individual men,Cycling Track,los-angeles-1984,Men
solo women,Synchronized Swimming,los-angeles-1984,Women
Duet Women,Synchronized Swimming,los-angeles-1984,Women
team competition women,Gymnastics Artistic,los-angeles-1984,Women
parallel bars men,Gymnastics Artistic,los-angeles-1984,Men
individual all-round women,Gymnastics Artistic,los-angeles-1984,Women
individual all-round men,Gymnastics Artistic,los-angeles-1984,Men
floor exercises women,Gymnastics Artistic,los-angeles-1984,Women
vault women,Gymnastics Artistic,los-angeles-1984,Women
balance beam women,Gymnastics Artistic,los-angeles-1984,Women
rings men,Gymnastics Artistic,los-angeles-1984,Men
team competition men,Gymnastics Artistic,los-angeles-1984,Men
horizontal bar men,Gymnastics Artistic,los-angeles-1984,Men
vault men,Gymnastics Artistic,los-angeles-1984,Men
floor exercises men,Gymnastics Artistic,los-angeles-1984,Men
uneven bars women,Gymnastics Artistic,los-angeles-1984,Women
pommel horse men,Gymnastics Artistic,los-angeles-1984,Men
football men,Football,los-angeles-1984,Men
water polo men,Water Polo,los-angeles-1984,Men
double sculls 2x men,Rowing,los-angeles-1984,Men
eight with coxswain 8 men,Rowing,los-angeles-1984,Men
single sculls 1x men,Rowing,los-angeles-1984,Men
double sculls 2x women,Rowing,los-angeles-1984,Women
eight with coxswain 8 women,Rowing,los-angeles-1984,Women
quadruple sculls without coxsw men,Rowing,los-angeles-1984,Men
single sculls 1x women,Rowing,los-angeles-1984,Women
pair without coxswain 2 women,Rowing,los-angeles-1984,Women
pair-oared shell with coxswain men,Rowing,los-angeles-1984,Men
quadruple sculls with coxswain women,Rowing,los-angeles-1984,Women
fouroared shell with coxswain 4 women,Rowing,los-angeles-1984,Women
pair without coxswain 2 men,Rowing,los-angeles-1984,Men
four without coxswain 4 men,Rowing,los-angeles-1984,Men
four-oared shell with coxswain men,Rowing,los-angeles-1984,Men
400m men,Athletics,los-angeles-1984,Men
20km walk men,Athletics,los-angeles-1984,Men
javelin throw men,Athletics,los-angeles-1984,Men
5000m men,Athletics,los-angeles-1984,Men
discus throw men,Athletics,los-angeles-1984,Men
100m women,Athletics,los-angeles-1984,Women
shot put men,Athletics,los-angeles-1984,Men
3000m steeplechase men,Athletics,los-angeles-1984,Men
110m hurdles men,Athletics,los-angeles-1984,Men
4x400m relay women,Athletics,los-angeles-1984,Women
pole vault men,Athletics,los-angeles-1984,Men
400m women,Athletics,los-angeles-1984,Women
"1,500 metres Wheelchair Men",Athletics,los-angeles-1984,Men
long jump men,Athletics,los-angeles-1984,Men
marathon women,Athletics,los-angeles-1984,Women
800m men,Athletics,los-angeles-1984,Men
hammer throw men,Athletics,los-angeles-1984,Men
shot put women,Athletics,los-angeles-1984,Women
800m women,Athletics,los-angeles-1984,Women
800 metres Wheelchair Women,Athletics,los-angeles-1984,Women
200m men,Athletics,los-angeles-1984,Men
marathon men,Athletics,los-angeles-1984,Men
10000m men,Athletics,los-angeles-1984,Men
javelin throw women,Athletics,los-angeles-1984,Women
50km walk men,Athletics,los-angeles-1984,Men
high jump women,Athletics,los-angeles-1984,Women
100m hurdles women,Athletics,los-angeles-1984,Women
4x100m relay women,Athletics,los-angeles-1984,Women
200m women,Athletics,los-angeles-1984,Women
4x400m relay men,Athletics,los-angeles-1984,Men
1500m women,Athletics,los-angeles-1984,Women
discus throw women,Athletics,los-angeles-1984,Women
heptathlon women,Athletics,los-angeles-1984,Women
decathlon men,Athletics,los-angeles-1984,Men
400m hurdles men,Athletics,los-angeles-1984,Men
triple jump men,Athletics,los-angeles-1984,Men
400m hurdles women,Athletics,los-angeles-1984,Women
3000m women,Athletics,los-angeles-1984,Women
1500m men,Athletics,los-angeles-1984,Men
high jump men,Athletics,los-angeles-1984,Men
100m men,Athletics,los-angeles-1984,Men
long jump women,Athletics,los-angeles-1984,Women
4x100m relay men,Athletics,los-angeles-1984,Men
hockey men,Hockey,los-angeles-1984,Men
hockey women,Hockey,los-angeles-1984,Women
skeet (125 targets) mixed,Shooting,los-angeles-1984,Mixed
25m pistol 3030 shots women,Shooting,los-angeles-1984,Women
50m rifle 3 positions 3x20 shots women,Shooting,los-angeles-1984,Women
25m rapid fire pistol 60 shots men,Shooting,los-angeles-1984,Men
50m rifle prone 60 shots men,Shooting,los-angeles-1984,Men
50m pistol 60 shots men,Shooting,los-angeles-1984,Men
10m air rifle 40 shots women,Shooting,los-angeles-1984,Women
10m air rifle 60 shots men,Shooting,los-angeles-1984,Men
50m running target 3030 shot men,Shooting,los-angeles-1984,Men
trap (125 targets) mixed,Shooting,los-angeles-1984,Mixed
50m rifle 3 positions 3x40 shots men,Shooting,los-angeles-1984,Men
"Lightweight, Greco-Roman (≤68 kilograms) Men",Wrestling,los-angeles-1984,Men
"Featherweight, Freestyle (≤62 kilograms) Men",Wrestling,los-angeles-1984,Men
"Middleweight, Freestyle (≤82 kilograms) Men",Wrestling,los-angeles-1984,Men
"Bantamweight, Freestyle (≤57 kilograms) Men",Wrestling,los-angeles-1984,Men
"Welterweight, Greco-Roman (≤74 kilograms) Men",Wrestling,los-angeles-1984,Men
"Lightweight, Freestyle (≤68 kilograms) Men",Wrestling,los-angeles-1984,Men
"Heavyweight, Freestyle (≤100 kilograms) Men",Wrestling,los-angeles-1984,Men
"Featherweight, Greco-Roman (≤62 kilograms) Men",Wrestling,los-angeles-1984,Men
"Super-Heavyweight, Greco-Roman (>100 kilograms) Men",Wrestling,los-angeles-1984,Men
"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Wrestling,los-angeles-1984,Men
"Flyweight, Freestyle (≤52 kilograms) Men",Wrestling,los-angeles-1984,Men
"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",Wrestling,los-angeles-1984,Men
"Bantamweight, Greco-Roman (≤57 kilograms) Men",Wrestling,los-angeles-1984,Men
"Flyweight, Greco-Roman (≤52 kilograms) Men",Wrestling,los-angeles-1984,Men
"Light-Flyweight, Freestyle (≤48 kilograms) Men",Wrestling,los-angeles-1984,Men
"Super-Heavyweight, Freestyle (>100 kilograms) Men",Wrestling,los-angeles-1984,Men
"Light-Heavyweight, Freestyle (≤90 kilograms) Men",Wrestling,los-angeles-1984,Men
"Welterweight, Freestyle (≤74 kilograms) Men",Wrestling,los-angeles-1984,Men
"Heavyweight, Greco-Roman (≤100 kilograms) Men",Wrestling,los-angeles-1984,Men
"Middleweight, Greco-Roman (≤82 kilograms) Men",Wrestling,los-angeles-1984,Men
10m platform women,Diving,los-angeles-1984,Women
3m springboard women,Diving,los-angeles-1984,Women
10m platform men,Diving,los-angeles-1984,Men
3m springboard men,Diving,los-angeles-1984,Men
67-71kg lightmiddleweight men,Boxing,los-angeles-1984,Men
48-51kg flyweight men,Boxing,los-angeles-1984,Men
81-91kg heavyweight men,Boxing,los-angeles-1984,Men
75-81kg lightheavyweight men,Boxing,los-angeles-1984,Men
54-57kg featherweight men,Boxing,los-angeles-1984,Men
48kg lightflyweight men,Boxing,los-angeles-1984,Men
63.5-67kg welterweight men,Boxing,los-angeles-1984,Men
51-54kg bantamweight men,Boxing,los-angeles-1984,Men
57-60kg lightweight men,Boxing,los-angeles-1984,Men
60-63.5kg lightwelterweigh men,Boxing,los-angeles-1984,Men
91kg super heavyweight men,Boxing,los-angeles-1984,Men
71-75kg men,Boxing,los-angeles-1984,Men
individual FITA round men,Archery,los-angeles-1984,Men
individual FITA round women,Archery,los-angeles-1984,Women
individual all-round women,Gymnastics Rhythmic,los-angeles-1984,Women
handball men,Handball,los-angeles-1984,Men
handball women,Handball,los-angeles-1984,Women
20km men,Biathlon,sarajevo-1984,Men
10km men,Biathlon,sarajevo-1984,Men
4x75km relay men,Biathlon,sarajevo-1984,Men
Doubles mixed,Luge,sarajevo-1984,Mixed
Singles men,Luge,sarajevo-1984,Men
Singles women,Luge,sarajevo-1984,Women
Individual men,Nordic Combined,sarajevo-1984,Men
downhill women,Alpine Skiing,sarajevo-1984,Women
"Giant Slalom, LW2 Men",Alpine Skiing,sarajevo-1984,Men
"Giant Slalom, LW5/7 Men",Alpine Skiing,sarajevo-1984,Men
giant slalom women,Alpine Skiing,sarajevo-1984,Women
giant slalom men,Alpine Skiing,sarajevo-1984,Men
"Giant Slalom, LW6/8 Men",Alpine Skiing,sarajevo-1984,Men
downhill men,Alpine Skiing,sarajevo-1984,Men
"Giant Slalom, LW4 Men",Alpine Skiing,sarajevo-1984,Men
slalom men,Alpine Skiing,sarajevo-1984,Men
slalom women,Alpine Skiing,sarajevo-1984,Women
500m women,Speed skating,sarajevo-1984,Women
5000m men,Speed skating,sarajevo-1984,Men
1000m women,Speed skating,sarajevo-1984,Women
1000m men,Speed skating,sarajevo-1984,Men
1500m women,Speed skating,sarajevo-1984,Women
3000m women,Speed skating,sarajevo-1984,Women
10000m men,Speed skating,sarajevo-1984,Men
500m men,Speed skating,sarajevo-1984,Men
1500m men,Speed skating,sarajevo-1984,Men
Normal Hill Individual men,Ski Jumping,sarajevo-1984,Men
Large Hill Individual men,Ski Jumping,sarajevo-1984,Men
ice hockey men,Ice Hockey,sarajevo-1984,Men
Relay 4x10km men,Cross Country Skiing,sarajevo-1984,Men
30km mass start men,Cross Country Skiing,sarajevo-1984,Men
20km women,Cross Country Skiing,sarajevo-1984,Women
10km women,Cross Country Skiing,sarajevo-1984,Women
15km men,Cross Country Skiing,sarajevo-1984,Men
50km men,Cross Country Skiing,sarajevo-1984,Men
Relay 4x5km women,Cross Country Skiing,sarajevo-1984,Women
5km women,Cross Country Skiing,sarajevo-1984,Women
two-man men,Bobsleigh,sarajevo-1984,Men
four-man men,Bobsleigh,sarajevo-1984,Men
Pairs mixed,Figure skating,sarajevo-1984,Mixed
Individual women,Figure skating,sarajevo-1984,Women
Ice dancing mixed,Figure skating,sarajevo-1984,Mixed
Individual men,Figure skating,sarajevo-1984,Men
handball men,Handball,moscow-1980,Men
handball women,Handball,moscow-1980,Women
110kg super heavyweight men,Weightlifting,moscow-1980,Men
90 - 100kg (first-heavyweight) men,Weightlifting,moscow-1980,Men
"67.5 - 75kg, (middleweight) men",Weightlifting,moscow-1980,Men
56 - 60kg (featherweight) men,Weightlifting,moscow-1980,Men
52kg flyweight men,Weightlifting,moscow-1980,Men
825 90kg middleheavyweight men,Weightlifting,moscow-1980,Men
75 825kg lightheavyweight men,Weightlifting,moscow-1980,Men
100 110kg heavyweight men,Weightlifting,moscow-1980,Men
56kg bantamweight men,Weightlifting,moscow-1980,Men
60-67.5kg lightweight men,Weightlifting,moscow-1980,Men
95kg heavyweight men,Judo,moscow-1980,Men
78 86kg middleweight men,Judo,moscow-1980,Men
86 95kg halfheavyweight men,Judo,moscow-1980,Men
open category men,Judo,moscow-1980,Men
71 78kg halfmiddleweight men,Judo,moscow-1980,Men
- 60 kg men,Judo,moscow-1980,Men
65 - 71kg (lightweight) men,Judo,moscow-1980,Men
60 65kg halflightweight men,Judo,moscow-1980,Men
3m springboard women,Diving,moscow-1980,Women
10m platform men,Diving,moscow-1980,Men
10m platform women,Diving,moscow-1980,Women
3m springboard men,Diving,moscow-1980,Men
foil individual women,Fencing,moscow-1980,Women
foil individual men,Fencing,moscow-1980,Men
sabre individual men,Fencing,moscow-1980,Men
foil team women,Fencing,moscow-1980,Women
foil team men,Fencing,moscow-1980,Men
sabre team men,Fencing,moscow-1980,Men
épée team men,Fencing,moscow-1980,Men
épée individual men,Fencing,moscow-1980,Men
twoperson keelboat open Star mixed,Sailing,moscow-1980,Mixed
Tornado - Multihull mixed,Sailing,moscow-1980,Mixed
Finn - One Person Dinghy (Heavyweight) men,Sailing,moscow-1980,Men
470 - Two Person Dinghy men,Sailing,moscow-1980,Men
fleetmatch race keelboat open Soling mixed,Sailing,moscow-1980,Mixed
flying dutchman mixed,Sailing,moscow-1980,Mixed
football men,Football,moscow-1980,Men
individual all-round women,Gymnastics Artistic,moscow-1980,Women
parallel bars men,Gymnastics Artistic,moscow-1980,Men
floor exercises women,Gymnastics Artistic,moscow-1980,Women
balance beam women,Gymnastics Artistic,moscow-1980,Women
uneven bars women,Gymnastics Artistic,moscow-1980,Women
floor exercises men,Gymnastics Artistic,moscow-1980,Men
horizontal bar men,Gymnastics Artistic,moscow-1980,Men
pommel horse men,Gymnastics Artistic,moscow-1980,Men
team competition women,Gymnastics Artistic,moscow-1980,Women
rings men,Gymnastics Artistic,moscow-1980,Men
vault women,Gymnastics Artistic,moscow-1980,Women
individual all-round men,Gymnastics Artistic,moscow-1980,Men
team competition men,Gymnastics Artistic,moscow-1980,Men
vault men,Gymnastics Artistic,moscow-1980,Men
basketball women,Basketball,moscow-1980,Women
basketball men,Basketball,moscow-1980,Men
individual mixed,Equestrian Jumping,moscow-1980,Mixed
team mixed,Equestrian Jumping,moscow-1980,Mixed
individual road race men,Cycling Road,moscow-1980,Men
team time trial men,Cycling Road,moscow-1980,Men
1km time trial men,Cycling Track,moscow-1980,Men
Individual Pursuit men,Cycling Track,moscow-1980,Men
Team Pursuit 4000m men,Cycling Track,moscow-1980,Men
Sprint individual men,Cycling Track,moscow-1980,Men
"Heavyweight, Freestyle (≤100 kilograms) Men",Wrestling,moscow-1980,Men
"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Wrestling,moscow-1980,Men
"Heavyweight, Greco-Roman (≤100 kilograms) Men",Wrestling,moscow-1980,Men
"Flyweight, Greco-Roman (≤52 kilograms) Men",Wrestling,moscow-1980,Men
"Middleweight, Greco-Roman (≤82 kilograms) Men",Wrestling,moscow-1980,Men
"Super-Heavyweight, Greco-Roman (>100 kilograms) Men",Wrestling,moscow-1980,Men
"Light-Flyweight, Freestyle (≤48 kilograms) Men",Wrestling,moscow-1980,Men
"Welterweight, Greco-Roman (≤74 kilograms) Men",Wrestling,moscow-1980,Men
"Flyweight, Freestyle (≤52 kilograms) Men",Wrestling,moscow-1980,Men
"Bantamweight, Freestyle (≤57 kilograms) Men",Wrestling,moscow-1980,Men
"Featherweight, Greco-Roman (≤62 kilograms) Men",Wrestling,moscow-1980,Men
"Lightweight, Freestyle (≤68 kilograms) Men",Wrestling,moscow-1980,Men
"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",Wrestling,moscow-1980,Men
"Featherweight, Freestyle (≤62 kilograms) Men",Wrestling,moscow-1980,Men
"Middleweight, Freestyle (≤82 kilograms) Men",Wrestling,moscow-1980,Men
"Welterweight, Freestyle (≤74 kilograms) Men",Wrestling,moscow-1980,Men
"Light-Heavyweight, Freestyle (≤90 kilograms) Men",Wrestling,moscow-1980,Men
"Lightweight, Greco-Roman (≤68 kilograms) Men",Wrestling,moscow-1980,Men
"Super-Heavyweight, Freestyle (>100 kilograms) Men",Wrestling,moscow-1980,Men
"Bantamweight, Greco-Roman (≤57 kilograms) Men",Wrestling,moscow-1980,Men
C1 500m canoe single men,Canoe Sprint,moscow-1980,Men
K2 500m kayak double women,Canoe Sprint,moscow-1980,Women
C2 500m canoe double men,Canoe Sprint,moscow-1980,Men
K1 500m kayak single women,Canoe Sprint,moscow-1980,Women
K4 1000m kayak four men,Canoe Sprint,moscow-1980,Men
K1 500m kayak single men,Canoe Sprint,moscow-1980,Men
C1 1000m canoe single men,Canoe Sprint,moscow-1980,Men
C2 1000m canoe double men,Canoe Sprint,moscow-1980,Men
K2 1000m kayak double men,Canoe Sprint,moscow-1980,Men
K1 1000m kayak single men,Canoe Sprint,moscow-1980,Men
K2 500m kayak double men,Canoe Sprint,moscow-1980,Men
team mixed,Equestrian Eventing,moscow-1980,Mixed
individual mixed,Equestrian Eventing,moscow-1980,Mixed
volleyball women,Volleyball,moscow-1980,Women
volleyball men,Volleyball,moscow-1980,Men
individual FITA round women,Archery,moscow-1980,Women
individual FITA round men,Archery,moscow-1980,Men
four-oared shell with coxswain men,Rowing,moscow-1980,Men
double sculls 2x women,Rowing,moscow-1980,Women
pair-oared shell with coxswain men,Rowing,moscow-1980,Men
pair without coxswain 2 women,Rowing,moscow-1980,Women
fouroared shell with coxswain 4 women,Rowing,moscow-1980,Women
double sculls 2x men,Rowing,moscow-1980,Men
four without coxswain 4 men,Rowing,moscow-1980,Men
eight with coxswain 8 women,Rowing,moscow-1980,Women
pair without coxswain 2 men,Rowing,moscow-1980,Men
quadruple sculls without coxsw men,Rowing,moscow-1980,Men
eight with coxswain 8 men,Rowing,moscow-1980,Men
quadruple sculls with coxswain women,Rowing,moscow-1980,Women
single sculls 1x women,Rowing,moscow-1980,Women
single sculls 1x men,Rowing,moscow-1980,Men
4x400m relay women,Athletics,moscow-1980,Women
shot put men,Athletics,moscow-1980,Men
high jump women,Athletics,moscow-1980,Women
400m women,Athletics,moscow-1980,Women
100m women,Athletics,moscow-1980,Women
marathon men,Athletics,moscow-1980,Men
4x100m relay women,Athletics,moscow-1980,Women
50km walk men,Athletics,moscow-1980,Men
shot put women,Athletics,moscow-1980,Women
20km walk men,Athletics,moscow-1980,Men
110m hurdles men,Athletics,moscow-1980,Men
1500m men,Athletics,moscow-1980,Men
high jump men,Athletics,moscow-1980,Men
4x100m relay men,Athletics,moscow-1980,Men
4x400m relay men,Athletics,moscow-1980,Men
10000m men,Athletics,moscow-1980,Men
pole vault men,Athletics,moscow-1980,Men
javelin throw men,Athletics,moscow-1980,Men
discus throw women,Athletics,moscow-1980,Women
5000m men,Athletics,moscow-1980,Men
hammer throw men,Athletics,moscow-1980,Men
long jump women,Athletics,moscow-1980,Women
800m men,Athletics,moscow-1980,Men
3000m steeplechase men,Athletics,moscow-1980,Men
pentathlon women,Athletics,moscow-1980,Women
javelin throw women,Athletics,moscow-1980,Women
400m hurdles men,Athletics,moscow-1980,Men
400m men,Athletics,moscow-1980,Men
200m women,Athletics,moscow-1980,Women
long jump men,Athletics,moscow-1980,Men
100m hurdles women,Athletics,moscow-1980,Women
200m men,Athletics,moscow-1980,Men
decathlon men,Athletics,moscow-1980,Men
triple jump men,Athletics,moscow-1980,Men
discus throw men,Athletics,moscow-1980,Men
800m women,Athletics,moscow-1980,Women
1500m women,Athletics,moscow-1980,Women
100m men,Athletics,moscow-1980,Men
hockey men,Hockey,moscow-1980,Men
hockey women,Hockey,moscow-1980,Women
team competition men,Modern Pentathlon,moscow-1980,Men
Individual competition men,Modern Pentathlon,moscow-1980,Men
individual mixed,Equestrian Dressage,moscow-1980,Mixed
team mixed,Equestrian Dressage,moscow-1980,Mixed
skeet (125 targets) mixed,Shooting,moscow-1980,Mixed
trap (125 targets) mixed,Shooting,moscow-1980,Mixed
50m rifle prone 60 shots mixed,Shooting,moscow-1980,Mixed
50m running target 3030 shots mixed,Shooting,moscow-1980,Mixed
50m rifle 3 positions 3x40 shots mixed,Shooting,moscow-1980,Mixed
25m rapid fire pistol 60 shots mixed,Shooting,moscow-1980,Mixed
50m pistol 60 shots mixed,Shooting,moscow-1980,Mixed
100m butterfly women,Swimming,moscow-1980,Women
200m butterfly men,Swimming,moscow-1980,Men
4x200m freestyle relay men,Swimming,moscow-1980,Men
100m freestyle women,Swimming,moscow-1980,Women
4x100m medley relay women,Swimming,moscow-1980,Women
100m breaststroke men,Swimming,moscow-1980,Men
200m breaststroke women,Swimming,moscow-1980,Women
100m backstroke women,Swimming,moscow-1980,Women
400m individual medley women,Swimming,moscow-1980,Women
100m butterfly men,Swimming,moscow-1980,Men
400m freestyle women,Swimming,moscow-1980,Women
200m freestyle men,Swimming,moscow-1980,Men
200m backstroke women,Swimming,moscow-1980,Women
200m breaststroke men,Swimming,moscow-1980,Men
4x100m medley relay men,Swimming,moscow-1980,Men
100m freestyle men,Swimming,moscow-1980,Men
800m freestyle women,Swimming,moscow-1980,Women
100m backstroke men,Swimming,moscow-1980,Men
400m individual medley men,Swimming,moscow-1980,Men
4x100m freestyle relay women,Swimming,moscow-1980,Women
100m breaststroke women,Swimming,moscow-1980,Women
200m backstroke men,Swimming,moscow-1980,Men
200m freestyle women,Swimming,moscow-1980,Women
1500m freestyle men,Swimming,moscow-1980,Men
400m freestyle men,Swimming,moscow-1980,Men
200m butterfly women,Swimming,moscow-1980,Women
67-71kg lightmiddleweight men,Boxing,moscow-1980,Men
60-63.5kg lightwelterweigh men,Boxing,moscow-1980,Men
57-60kg lightweight men,Boxing,moscow-1980,Men
48kg lightflyweight men,Boxing,moscow-1980,Men
81kg heavyweight men,Boxing,moscow-1980,Men
48-51kg flyweight men,Boxing,moscow-1980,Men
54-57kg featherweight men,Boxing,moscow-1980,Men
