event_title,discipline_title,slug_game,event_gender
51-54kg bantamweight men,Boxing,moscow-1980,Men
63.5 - 67kg (welterweight) men,Boxing,moscow-1980,Men
75-81kg lightheavyweight men,Boxing,moscow-1980,Men
71-75kg men,Boxing,moscow-1980,Men
water polo men,Water Polo,moscow-1980,Men
1500m women,Speed skating,lake-placid-1980,Women
1000m women,Speed skating,lake-placid-1980,Women
1500m men,Speed skating,lake-placid-1980,Men
10000m men,Speed skating,lake-placid-1980,Men
5000m men,Speed skating,lake-placid-1980,Men
1000m men,Speed skating,lake-placid-1980,Men
500m women,Speed skating,lake-placid-1980,Women
3000m women,Speed skating,lake-placid-1980,Women
500m men,Speed skating,lake-placid-1980,Men
Doubles mixed,Luge,lake-placid-1980,Mixed
Singles men,Luge,lake-placid-1980,Men
Singles women,Luge,lake-placid-1980,Women
four-man men,Bobsleigh,lake-placid-1980,Men
two-man men,Bobsleigh,lake-placid-1980,Men
Relay 4x5km women,Cross Country Skiing,lake-placid-1980,Women
10km women,Cross Country Skiing,lake-placid-1980,Women
5km women,Cross Country Skiing,lake-placid-1980,Women
15km men,Cross Country Skiing,lake-placid-1980,Men
50km men,Cross Country Skiing,lake-placid-1980,Men
30km mass start men,Cross Country Skiing,lake-placid-1980,Men
Relay 4x10km men,Cross Country Skiing,lake-placid-1980,Men
ice hockey men,Ice Hockey,lake-placid-1980,Men
Pairs mixed,Figure skating,lake-placid-1980,Mixed
Individual men,Figure skating,lake-placid-1980,Men
Ice dancing mixed,Figure skating,lake-placid-1980,Mixed
Individual women,Figure skating,lake-placid-1980,Women
20km men,Biathlon,lake-placid-1980,Men
4x75km relay men,Biathlon,lake-placid-1980,Men
10km men,Biathlon,lake-placid-1980,Men
Individual men,Nordic Combined,lake-placid-1980,Men
Normal Hill Individual men,Ski Jumping,lake-placid-1980,Men
Large Hill Individual men,Ski Jumping,lake-placid-1980,Men
downhill women,Alpine Skiing,lake-placid-1980,Women
giant slalom men,Alpine Skiing,lake-placid-1980,Men
giant slalom women,Alpine Skiing,lake-placid-1980,Women
downhill men,Alpine Skiing,lake-placid-1980,Men
slalom women,Alpine Skiing,lake-placid-1980,Women
open category men,Judo,montreal-1976,Men
63 70kg halfmiddleweight men,Judo,montreal-1976,Men
80 - 93kg (half-heavyweight) men,Judo,montreal-1976,Men
70 80kg middleweight men,Judo,montreal-1976,Men
93kg heavyweight men,Judo,montreal-1976,Men
- 63kg (lightweight) men,Judo,montreal-1976,Men
50m rifle prone 60 shots mixed,Shooting,montreal-1976,Mixed
50m running target 3030 shots mixed,Shooting,montreal-1976,Mixed
50m pistol 60 shots mixed,Shooting,montreal-1976,Mixed
skeet (125 targets) mixed,Shooting,montreal-1976,Mixed
trap (125 targets) mixed,Shooting,montreal-1976,Mixed
50m rifle 3 positions 3x40 shots mixed,Shooting,montreal-1976,Mixed
25m rapid fire pistol 60 shots mixed,Shooting,montreal-1976,Mixed
individual mixed,Equestrian Dressage,montreal-1976,Mixed
team mixed,Equestrian Dressage,montreal-1976,Mixed
Individual competition men,Modern Pentathlon,montreal-1976,Men
team competition men,Modern Pentathlon,montreal-1976,Men
basketball women,Basketball,montreal-1976,Women
basketball men,Basketball,montreal-1976,Men
individual FITA round women,Archery,montreal-1976,Women
individual FITA round men,Archery,montreal-1976,Men
56kg bantamweight men,Weightlifting,montreal-1976,Men
75 825kg lightheavyweight men,Weightlifting,montreal-1976,Men
91 110kg heavyweight men,Weightlifting,montreal-1976,Men
60-67.5kg lightweight men,Weightlifting,montreal-1976,Men
110kg super heavyweight men,Weightlifting,montreal-1976,Men
67.5-75kg middleweight men,Weightlifting,montreal-1976,Men
825 90kg middleheavyweight men,Weightlifting,montreal-1976,Men
56 - 60kg (featherweight) men,Weightlifting,montreal-1976,Men
52kg flyweight men,Weightlifting,montreal-1976,Men
team mixed,Equestrian Eventing,montreal-1976,Mixed
individual mixed,Equestrian Eventing,montreal-1976,Mixed
sabre individual men,Fencing,montreal-1976,Men
foil individual men,Fencing,montreal-1976,Men
foil team women,Fencing,montreal-1976,Women
épée individual men,Fencing,montreal-1976,Men
foil team men,Fencing,montreal-1976,Men
sabre team men,Fencing,montreal-1976,Men
épée team men,Fencing,montreal-1976,Men
foil individual women,Fencing,montreal-1976,Women
handball men,Handball,montreal-1976,Men
handball women,Handball,montreal-1976,Women
team mixed,Equestrian Jumping,montreal-1976,Mixed
4x100m medley relay men,Swimming,montreal-1976,Men
200m butterfly men,Swimming,montreal-1976,Men
100m freestyle women,Swimming,montreal-1976,Women
200m freestyle women,Swimming,montreal-1976,Women
200m freestyle men,Swimming,montreal-1976,Men
100m breaststroke women,Swimming,montreal-1976,Women
100m butterfly women,Swimming,montreal-1976,Women
1500m freestyle men,Swimming,montreal-1976,Men
200m butterfly women,Swimming,montreal-1976,Women
200m breaststroke men,Swimming,montreal-1976,Men
4x100m freestyle relay women,Swimming,montreal-1976,Women
200m breaststroke women,Swimming,montreal-1976,Women
100m backstroke men,Swimming,montreal-1976,Men
400m freestyle women,Swimming,montreal-1976,Women
100m breaststroke men,Swimming,montreal-1976,Men
200m backstroke women,Swimming,montreal-1976,Women
100m backstroke women,Swimming,montreal-1976,Women
400m individual medley men,Swimming,montreal-1976,Men
200m backstroke men,Swimming,montreal-1976,Men
800m freestyle women,Swimming,montreal-1976,Women
400m individual medley women,Swimming,montreal-1976,Women
4x100m medley relay women,Swimming,montreal-1976,Women
100m freestyle men,Swimming,montreal-1976,Men
100m butterfly men,Swimming,montreal-1976,Men
400m freestyle men,Swimming,montreal-1976,Men
4x200m freestyle relay men,Swimming,montreal-1976,Men
team time trial men,Cycling Road,montreal-1976,Men
individual road race men,Cycling Road,montreal-1976,Men
volleyball men,Volleyball,montreal-1976,Men
volleyball women,Volleyball,montreal-1976,Women
Finn - One Person Dinghy (Heavyweight) men,Sailing,montreal-1976,Men
Tornado - Multihull mixed,Sailing,montreal-1976,Mixed
flying dutchman mixed,Sailing,montreal-1976,Mixed
tempest mixed,Sailing,montreal-1976,Mixed
fleetmatch race keelboat open Soling mixed,Sailing,montreal-1976,Mixed
470 - Two Person Dinghy men,Sailing,montreal-1976,Men
4x400m relay men,Athletics,montreal-1976,Men
javelin throw men,Athletics,montreal-1976,Men
1500m women,Athletics,montreal-1976,Women
pentathlon women,Athletics,montreal-1976,Women
pole vault men,Athletics,montreal-1976,Men
10000m men,Athletics,montreal-1976,Men
decathlon men,Athletics,montreal-1976,Men
400m men,Athletics,montreal-1976,Men
discus throw women,Athletics,montreal-1976,Women
800m men,Athletics,montreal-1976,Men
5000m men,Athletics,montreal-1976,Men
1500m men,Athletics,montreal-1976,Men
triple jump men,Athletics,montreal-1976,Men
high jump men,Athletics,montreal-1976,Men
shot put women,Athletics,montreal-1976,Women
400m hurdles men,Athletics,montreal-1976,Men
long jump women,Athletics,montreal-1976,Women
3000m steeplechase men,Athletics,montreal-1976,Men
200m men,Athletics,montreal-1976,Men
100m men,Athletics,montreal-1976,Men
100m hurdles women,Athletics,montreal-1976,Women
110m hurdles men,Athletics,montreal-1976,Men
100m women,Athletics,montreal-1976,Women
shot put men,Athletics,montreal-1976,Men
discus throw men,Athletics,montreal-1976,Men
800m women,Athletics,montreal-1976,Women
long jump men,Athletics,montreal-1976,Men
4x400m relay women,Athletics,montreal-1976,Women
400m women,Athletics,montreal-1976,Women
4x100m relay men,Athletics,montreal-1976,Men
javelin throw women,Athletics,montreal-1976,Women
4x100m relay women,Athletics,montreal-1976,Women
high jump women,Athletics,montreal-1976,Women
200m women,Athletics,montreal-1976,Women
hammer throw men,Athletics,montreal-1976,Men
20km walk men,Athletics,montreal-1976,Men
marathon men,Athletics,montreal-1976,Men
Team Pursuit 4000m men,Cycling Track,montreal-1976,Men
Individual Pursuit men,Cycling Track,montreal-1976,Men
1km time trial men,Cycling Track,montreal-1976,Men
Sprint individual men,Cycling Track,montreal-1976,Men
football men,Football,montreal-1976,Men
K1 1000m kayak single men,Canoe Sprint,montreal-1976,Men
K2 500m kayak double men,Canoe Sprint,montreal-1976,Men
K1 500m kayak single men,Canoe Sprint,montreal-1976,Men
K2 1000m kayak double men,Canoe Sprint,montreal-1976,Men
C1 1000m canoe single men,Canoe Sprint,montreal-1976,Men
C1 500m canoe single men,Canoe Sprint,montreal-1976,Men
C2 1000m canoe double men,Canoe Sprint,montreal-1976,Men
C2 500m canoe double men,Canoe Sprint,montreal-1976,Men
K4 1000m kayak four men,Canoe Sprint,montreal-1976,Men
K1 500m kayak single women,Canoe Sprint,montreal-1976,Women
K2 500m kayak double women,Canoe Sprint,montreal-1976,Women
3m springboard women,Diving,montreal-1976,Women
10m platform women,Diving,montreal-1976,Women
3m springboard men,Diving,montreal-1976,Men
10m platform men,Diving,montreal-1976,Men
hockey men,Hockey,montreal-1976,Men
eight with coxswain 8 men,Rowing,montreal-1976,Men
single sculls 1x men,Rowing,montreal-1976,Men
pair without coxswain 2 women,Rowing,montreal-1976,Women
four-oared shell with coxswain men,Rowing,montreal-1976,Men
double sculls 2x men,Rowing,montreal-1976,Men
quadruple sculls without coxsw men,Rowing,montreal-1976,Men
fouroared shell with coxswain 4 women,Rowing,montreal-1976,Women
quadruple sculls with coxswain women,Rowing,montreal-1976,Women
eight with coxswain 8 women,Rowing,montreal-1976,Women
pair-oared shell with coxswain men,Rowing,montreal-1976,Men
pair without coxswain 2 men,Rowing,montreal-1976,Men
single sculls 1x women,Rowing,montreal-1976,Women
double sculls 2x women,Rowing,montreal-1976,Women
four without coxswain 4 men,Rowing,montreal-1976,Men
individual all-round men,Gymnastics Artistic,montreal-1976,Men
horizontal bar men,Gymnastics Artistic,montreal-1976,Men
vault men,Gymnastics Artistic,montreal-1976,Men
vault women,Gymnastics Artistic,montreal-1976,Women
individual all-round women,Gymnastics Artistic,montreal-1976,Women
floor exercises women,Gymnastics Artistic,montreal-1976,Women
uneven bars women,Gymnastics Artistic,montreal-1976,Women
parallel bars men,Gymnastics Artistic,montreal-1976,Men
balance beam women,Gymnastics Artistic,montreal-1976,Women
rings men,Gymnastics Artistic,montreal-1976,Men
floor exercises men,Gymnastics Artistic,montreal-1976,Men
pommel horse men,Gymnastics Artistic,montreal-1976,Men
team competition women,Gymnastics Artistic,montreal-1976,Women
Team All-Around Men,Gymnastics Artistic,montreal-1976,Men
81kg heavyweight men,Boxing,montreal-1976,Men
63.5-67kg welterweight men,Boxing,montreal-1976,Men
75-81kg lightheavyweight men,Boxing,montreal-1976,Men
54-57kg featherweight men,Boxing,montreal-1976,Men
71-75kg men,Boxing,montreal-1976,Men
67 71kg lightmiddleweight men,Boxing,montreal-1976,Men
60-63.5kg lightwelterweigh men,Boxing,montreal-1976,Men
48kg lightflyweight men,Boxing,montreal-1976,Men
57-60kg lightweight men,Boxing,montreal-1976,Men
48-51kg flyweight men,Boxing,montreal-1976,Men
51-54kg bantamweight men,Boxing,montreal-1976,Men
"Bantamweight, Greco-Roman (≤57 kilograms) Men",Wrestling,montreal-1976,Men
"Middleweight, Greco-Roman (≤82 kilograms) Men",Wrestling,montreal-1976,Men
"Light-Flyweight, Freestyle (≤48 kilograms) Men",Wrestling,montreal-1976,Men
"Heavyweight, Greco-Roman (≤100 kilograms) Men",Wrestling,montreal-1976,Men
"Lightweight, Greco-Roman (≤68 kilograms) Men",Wrestling,montreal-1976,Men
"Bantamweight, Freestyle (≤57 kilograms) Men",Wrestling,montreal-1976,Men
"Featherweight, Greco-Roman (≤62 kilograms) Men",Wrestling,montreal-1976,Men
"Featherweight, Freestyle (≤62 kilograms) Men",Wrestling,montreal-1976,Men
"Lightweight, Freestyle (≤68 kilograms) Men",Wrestling,montreal-1976,Men
"Light-Heavyweight, Freestyle (≤90 kilograms) Men",Wrestling,montreal-1976,Men
"Light-Flyweight, Greco-Roman (≤48 kilograms) Men",Wrestling,montreal-1976,Men
"Light-Heavyweight, Greco-Roman (≤90 kilograms) Men",Wrestling,montreal-1976,Men
"Flyweight, Greco-Roman (≤52 kilograms) Men",Wrestling,montreal-1976,Men
"Super-Heavyweight, Freestyle (>100 kilograms) Men",Wrestling,montreal-1976,Men
"Flyweight, Freestyle (≤52 kilograms) Men",Wrestling,montreal-1976,Men
"Welterweight, Freestyle (≤74 kilograms) Men",Wrestling,montreal-1976,Men
"Welterweight, Greco-Roman (≤74 kilograms) Men",Wrestling,montreal-1976,Men
"Heavyweight, Freestyle (≤100 kilograms) Men",Wrestling,montreal-1976,Men
"Middleweight, Freestyle (≤82 kilograms) Men",Wrestling,montreal-1976,Men
"Super-Heavyweight, Greco-Roman (>100 kilograms) Men",Wrestling,montreal-1976,Men
water polo men,Water Polo,montreal-1976,Men
30km mass start men,Cross Country Skiing,innsbruck-1976,Men
5km women,Cross Country Skiing,innsbruck-1976,Women
15km men,Cross Country Skiing,innsbruck-1976,Men
10km women,Cross Country Skiing,innsbruck-1976,Women
Relay 4x5km women,Cross Country Skiing,innsbruck-1976,Women
50km men,Cross Country Skiing,innsbruck-1976,Men
Relay 4x10km men,Cross Country Skiing,innsbruck-1976,Men
giant slalom women,Alpine Skiing,innsbruck-1976,Women
downhill men,Alpine Skiing,innsbruck-1976,Men
slalom women,Alpine Skiing,innsbruck-1976,Women
giant slalom men,Alpine Skiing,innsbruck-1976,Men
slalom men,Alpine Skiing,innsbruck-1976,Men
downhill women,Alpine Skiing,innsbruck-1976,Women
ice hockey men,Ice Hockey,innsbruck-1976,Men
Individual women,Figure skating,innsbruck-1976,Women
Pairs mixed,Figure skating,innsbruck-1976,Mixed
Individual men,Figure skating,innsbruck-1976,Men
10000m men,Speed skating,innsbruck-1976,Men
500m women,Speed skating,innsbruck-1976,Women
1500m women,Speed skating,innsbruck-1976,Women
5000m men,Speed skating,innsbruck-1976,Men
1500m men,Speed skating,innsbruck-1976,Men
3000m women,Speed skating,innsbruck-1976,Women
1000m men,Speed skating,innsbruck-1976,Men
500m men,Speed skating,innsbruck-1976,Men
1000m women,Speed skating,innsbruck-1976,Women
two-man men,Bobsleigh,innsbruck-1976,Men
four-man men,Bobsleigh,innsbruck-1976,Men
Individual men,Nordic Combined,innsbruck-1976,Men
20km men,Biathlon,innsbruck-1976,Men
4x75km relay men,Biathlon,innsbruck-1976,Men
Large Hill Individual men,Ski Jumping,innsbruck-1976,Men
Normal Hill Individual men,Ski Jumping,innsbruck-1976,Men
Singles women,Luge,innsbruck-1976,Women
Singles men,Luge,innsbruck-1976,Men
Doubles mixed,Luge,innsbruck-1976,Mixed
K1 1000m kayak single men,Canoe Sprint,munich-1972,Men
K2 1000m kayak double men,Canoe Sprint,munich-1972,Men
C2 1000m canoe double men,Canoe Sprint,munich-1972,Men
K1 500m kayak single women,Canoe Sprint,munich-1972,Women
K2 500m kayak double women,Canoe Sprint,munich-1972,Women
C1 1000m canoe single men,Canoe Sprint,munich-1972,Men
K4 1000m kayak four men,Canoe Sprint,munich-1972,Men
vault women,Gymnastics Artistic,munich-1972,Women
individual all-round men,Gymnastics Artistic,munich-1972,Men
floor exercises women,Gymnastics Artistic,munich-1972,Women
parallel bars men,Gymnastics Artistic,munich-1972,Men
floor exercises men,Gymnastics Artistic,munich-1972,Men
rings men,Gymnastics Artistic,munich-1972,Men
vault men,Gymnastics Artistic,munich-1972,Men
team competition women,Gymnastics Artistic,munich-1972,Women
Team All-Around Men,Gymnastics Artistic,munich-1972,Men
uneven bars women,Gymnastics Artistic,munich-1972,Women
balance beam women,Gymnastics Artistic,munich-1972,Women
pommel horse men,Gymnastics Artistic,munich-1972,Men
horizontal bar men,Gymnastics Artistic,munich-1972,Men
individual all-round women,Gymnastics Artistic,munich-1972,Women
tempest mixed,Sailing,munich-1972,Mixed
fleetmatch race keelboat open Soling mixed,Sailing,munich-1972,Mixed
flying dutchman mixed,Sailing,munich-1972,Mixed
Finn - One Person Dinghy (Heavyweight) men,Sailing,munich-1972,Men
twoperson keelboat open Star mixed,Sailing,munich-1972,Mixed
dragon mixed,Sailing,munich-1972,Mixed
75-82.5kg total lightheavyweight men,Weightlifting,munich-1972,Men
56 - 60kg (featherweight) men,Weightlifting,munich-1972,Men
52kg flyweight men,Weightlifting,munich-1972,Men
60-67.5kg lightweight men,Weightlifting,munich-1972,Men
52 56kg bantamweight men,Weightlifting,munich-1972,Men
110kg super heavyweight men,Weightlifting,munich-1972,Men
825 90kg total middleheavyweight men,Weightlifting,munich-1972,Men
91 110kg heavyweight men,Weightlifting,munich-1972,Men
"67.5 - 75kg, (middleweight) men",Weightlifting,munich-1972,Men
Sprint individual men,Cycling Track,munich-1972,Men
Team Pursuit 4000m men,Cycling Track,munich-1972,Men
1km time trial men,Cycling Track,munich-1972,Men
2000m tandem men,Cycling Track,munich-1972,Men
Individual Pursuit men,Cycling Track,munich-1972,Men
basketball men,Basketball,munich-1972,Men
volleyball men,Volleyball,munich-1972,Men
volleyball women,Volleyball,munich-1972,Women
individual road race men,Cycling Road,munich-1972,Men
team time trial men,Cycling Road,munich-1972,Men
water polo men,Water Polo,munich-1972,Men
football men,Football,munich-1972,Men
81kg heavyweight men,Boxing,munich-1972,Men
54-57kg featherweight men,Boxing,munich-1972,Men
75-81kg lightheavyweight men,Boxing,munich-1972,Men
51-54kg bantamweight men,Boxing,munich-1972,Men
- 48kg (light-flyweight) men,Boxing,munich-1972,Men
71-75kg men,Boxing,munich-1972,Men
60-63.5kg lightwelterweigh men,Boxing,munich-1972,Men
57-60kg lightweight men,Boxing,munich-1972,Men
48-51kg flyweight men,Boxing,munich-1972,Men
67-71kg lightmiddleweight men,Boxing,munich-1972,Men
63.5-67kg welterweight men,Boxing,munich-1972,Men
50m running target 3030 shots mixed,Shooting,munich-1972,Mixed
trap (125 targets) mixed,Shooting,munich-1972,Mixed
50m pistol 60 shots mixed,Shooting,munich-1972,Mixed
50m rifle 3 positions 3x40 shots mixed,Shooting,munich-1972,Mixed
300m free rifle 3 positions 3x40 shots mixed,Shooting,munich-1972,Mixed
skeet (125 targets) mixed,Shooting,munich-1972,Mixed
50m rifle prone 60 shots mixed,Shooting,munich-1972,Mixed
25m rapid fire pistol 60 shots mixed,Shooting,munich-1972,Mixed
400m individual medley women,Swimming,munich-1972,Women
200m backstroke men,Swimming,munich-1972,Men
